GPS TOW,PRN,Freq,PrimSig,SigType,Azimuth,Elevation,SecSig Lock Time,SecSig CNo,TEC15,TECRate15,TEC30,TECRate30,TEC45,TECRate45,TECTOW,TECRateTOW
 527700.00, 1, 0, 1, 7, 275.445465, 15.642775, 4593.589844, 46.440, 6.437203, 0.001116, 6.494515,0.057313, 6.497171, 0.002656, 6.550052, 0.052881 
 527760.00, 1, 0, 1, 4, 274.995789, 15.518142, 4648.160156, 37.780, 5.456504, -0.022943, 5.457475,0.000971, 5.402570, -0.054906, 5.330063, -0.072507 
 527760.00, 1, 0, 1, 7, 274.995789, 15.518142, 4653.589844, 44.149, 7.105580, -0.029231, 7.093456,-0.012124, 7.021104, -0.072353, 6.974214, -0.046890 
 527820.00, 1, 0, 1, 4, 274.554840, 15.394231, 4708.160156, 38.104, 5.283872, -0.079825, 5.254917,-0.028955, 5.183724, -0.071193, 5.161268, -0.022456 
 527820.00, 1, 0, 1, 7, 274.554840, 15.394231, 4713.589844, 43.337, 6.969947, -0.103449, 6.954352,-0.015595, 6.931059, -0.023293, 6.907639, -0.023421 
 527880.00, 1, 0, 1, 4, 274.111145, 15.265018, 4768.160156, 35.670, 4.982289, -0.008513, 4.981004,-0.001285, 4.988854, 0.007851, 4.928123, -0.060731 
 527880.00, 1, 0, 1, 7, 274.111145, 15.265018, 4773.589844, 44.534, 6.547873, 0.009636, 6.577427,0.029554, 6.581171, 0.003744, 6.556440, -0.024731 
 527940.00, 1, 0, 1, 4, 273.668610, 15.133135, 4828.160156, 38.158, 5.126626, 0.036027, 5.086886,-0.039739, 5.151926, 0.065040, 5.112919, -0.039007 
 527940.00, 1, 0, 1, 7, 273.668610, 15.133135, 4833.589844, 46.411, 6.518609, -0.013750, 6.469660,-0.048949, 6.502820, 0.033161, 6.493214, -0.009607 
 528000.00, 1, 0, 1, 4, 273.227234, 14.998660, 4888.160156, 36.588, 5.260444, -0.001017, 5.341894,0.081450, 5.346725, 0.004832, 5.277422, -0.069303 
 528000.00, 1, 0, 1, 7, 273.227234, 14.998660, 4893.589844, 45.806, 6.523216, -0.041854, 6.539464,0.016249, 6.511407, -0.028058, 6.478543, -0.032863 
 528060.00, 1, 0, 1, 4, 272.783447, 14.860479, 4948.160156, 33.820, 5.310726, 0.023465, 5.329217,0.018491, 5.290052, -0.039165, 5.263422, -0.026631 
 528060.00, 1, 0, 1, 7, 272.783447, 14.860479, 4953.589844, 43.669, 6.696155, 0.011829, 6.743563,0.047408, 6.682231, -0.061332, 6.668104, -0.014127 
 528120.00, 1, 0, 1, 4, 272.348175, 14.722086, 5008.160156, 35.251, 4.800394, -0.010548, 4.770895,-0.029499, 4.713189, -0.057705, 4.688683, -0.024507 
 528120.00, 1, 0, 1, 7, 272.348175, 14.722086, 5013.589844, 45.490, 6.459810, 0.013325, 6.462833,0.003023, 6.488838, 0.026004, 6.447343, -0.041494 
 528180.00, 1, 0, 1, 4, 271.910492, 14.580091, 5068.160156, 38.852, 4.519714, 0.003100, 4.565452,0.045738, 4.554686, -0.010766, 4.581360, 0.026674 
 528180.00, 1, 0, 1, 7, 271.910492, 14.580091, 5073.589844, 46.677, 6.244050, 0.013809, 6.322694,0.078644, 6.316864, -0.005830, 6.324471, 0.007607 
 528240.00, 1, 0, 1, 4, 271.474060, 14.435667, 5128.160156, 34.233, 4.847441, -0.035427, 4.822490,-0.024951, 4.952097, 0.129608, 4.906703, -0.045395 
 528240.00, 1, 0, 1, 7, 271.474060, 14.435667, 5133.589844, 46.415, 6.452672, -0.006940, 6.400601,-0.052071, 6.498543, 0.097942, 6.449899, -0.048644 
 528300.00, 1, 0, 1, 4, 271.038879, 14.288886, 5188.160156, 34.984, 5.026892, -0.095593, 5.043751,0.016859, 5.031967, -0.011784, 5.017203, -0.014763 
 528300.00, 1, 0, 1, 7, 271.038879, 14.288886, 5193.589844, 43.637, 6.534838, -0.086786, 6.577851,0.043013, 6.514174, -0.063677, 6.468882, -0.045292 
 528360.00, 1, 0, 1, 4, 270.601379, 14.138514, 5248.160156, 33.675, 4.989298, -0.027906, 4.973418,-0.036557, 4.883557, -0.089861, 4.910078, 0.026521 
 528360.00, 1, 0, 1, 7, 270.601379, 14.138514, 5253.589844, 44.623, 6.575440, 0.021686, 6.499341,-0.076100, 6.488736, -0.010605, 6.478773, -0.009963 
 528420.00, 1, 0, 1, 4, 270.172363, 13.988360, 5308.160156, 35.331, 4.799054, -0.111023, 4.589902,0.023948, 4.487146, -0.102756, 4.364901, -0.122245 
 528420.00, 1, 0, 1, 7, 270.172363, 13.988360, 5313.589844, 47.087, 6.079657, -0.058594, 6.058402,-0.021255, 5.977250, -0.081152, 5.927181, -0.050069 
 528480.00, 1, 0, 1, 4, 269.741058, 13.834745, 5368.160156, 36.055, 4.445118, 0.080218, 4.357232,-0.048768, 4.357193, -0.000039, 4.293595, -0.063598 
 528480.00, 1, 0, 1, 7, 269.741058, 13.834745, 5373.589844, 46.259, 5.745018, -0.014134, 5.676101,-0.068917, 5.702444, 0.026342, 5.612465, -0.089979 
 528540.00, 1, 0, 1, 4, 269.278839, 13.668690, 5428.160156, 33.835, 4.324097, 0.030502, 4.560386,0.148077, 4.496726, -0.063660, 4.485928, -0.010798 
 528540.00, 1, 0, 1, 7, 269.278839, 13.668690, 5433.589844, 45.914, 5.672736, -0.008406, 5.719939,0.047203, 5.739720, 0.019781, 5.672989, -0.066731 
 528600.00, 1, 0, 1, 4, 268.882324, 13.522334, 5488.160156, 33.733, 4.407245, -0.078683, 3.796632,-0.107484, 3.938719, 0.142087, 3.962533, 0.023814 
 528600.00, 1, 0, 1, 7, 268.882324, 13.522334, 5493.589844, 45.909, 5.392715, -0.014633, 5.342083,-0.050632, 5.437161, 0.095078, 5.492507, 0.055345 
 528660.00, 1, 0, 1, 4, 268.454926, 13.362113, 5548.160156, 35.600, 3.921617, -0.040916, 3.650034,0.009509, 3.547174, -0.102860, 3.593026, 0.045852 
 528660.00, 1, 0, 1, 7, 268.454926, 13.362113, 5553.589844, 46.401, 5.487679, -0.004828, 5.323905,-0.031968, 5.251809, -0.072097, 5.268314, 0.016506 
 528720.00, 1, 0, 1, 4, 268.028839, 13.199834, 5608.160156, 33.275, 3.521973, -0.071053, 3.434437,-0.017671, 3.417555, -0.016882, 3.376729, -0.040825 
 528720.00, 1, 0, 1, 7, 268.028839, 13.199834, 5613.589844, 47.137, 5.204674, -0.063640, 5.180455,-0.009343, 5.139552, -0.040903, 5.190869, 0.051317 
 528780.00, 1, 0, 1, 4, 267.604095, 13.035572, 5668.160156, 35.743, 3.362658, -0.014072, 3.501666,0.061408, 3.681705, 0.180039, 3.758562, 0.076857 
 528780.00, 1, 0, 1, 7, 267.604095, 13.035572, 5673.589844, 45.911, 5.154653, -0.036216, 5.221934,0.004114, 5.381810, 0.159875, 5.384254, 0.002445 
 528840.00, 1, 0, 1, 4, 267.180664, 12.869348, 5728.160156, 34.473, 3.778372, 0.019809, 3.744993,-0.125120, 3.662372, -0.082622, 3.559534, -0.102838 
 528840.00, 1, 0, 1, 7, 267.180664, 12.869348, 5733.589844, 44.222, 5.447191, 0.062936, 5.445131,-0.140182, 5.393884, -0.051246, 5.325699, -0.068185 
 528900.00, 1, 0, 1, 4, 266.758575, 12.701222, 5788.160156, 34.169, 3.436820, -0.122714, 2.772975,-0.057194, 2.712211, -0.060764, 2.568719, -0.143492 
 528900.00, 1, 0, 1, 7, 266.758575, 12.701222, 5793.589844, 43.286, 5.248175, -0.077524, 4.707612,-0.111061, 4.693938, -0.013674, 4.604986, -0.088953 
 528960.00, 1, 0, 1, 4, 266.334320, 12.529843, 5848.160156, 37.192, 2.637294, 0.068575, 2.128481,-0.079393, 2.236595, 0.108114, 2.179224, -0.057370 
 528960.00, 1, 0, 1, 7, 266.334320, 12.529843, 5853.589844, 44.561, 4.585095, -0.019890, 4.072821,-0.034779, 4.069009, -0.003812, 4.045325, -0.023683 
 529020.00, 1, 0, 1, 4, 265.918365, 12.359501, 5908.160156, 36.091, 2.213400, 0.034175, 2.086836,-0.040267, 2.056072, -0.030764, 1.980903, -0.075169 
 529020.00, 1, 0, 1, 7, 265.918365, 12.359501, 5913.589844, 44.832, 4.045971, 0.000646, 3.689023,-0.068335, 3.644479, -0.044544, 3.589184, -0.055295 
 529080.00, 1, 0, 1, 4, 265.500275, 12.185977, 5968.160156, 33.818, 2.040335, 0.059433, 1.851247,-0.089513, 1.770624, -0.080623, 1.747366, -0.023257 
 529080.00, 1, 0, 1, 7, 265.500275, 12.185977, 5973.589844, 44.243, 3.573178, -0.016006, 3.188735,-0.087175, 3.187041, -0.001694, 3.236695, 0.049654 
 529140.00, 1, 0, 1, 4, 265.083496, 12.010748, 6028.160156, 33.901, 1.636965, -0.110401, 1.270579,-0.111944, 1.285937, 0.015358, 1.355860, 0.069923 
 529140.00, 1, 0, 1, 7, 265.083496, 12.010748, 6033.589844, 43.851, 3.223541, -0.013153, 3.004168,0.014803, 2.988004, -0.016164, 2.992790, 0.004786 
 529200.00, 1, 0, 1, 4, 264.668030, 11.833847, 6088.160156, 32.723, 1.314885, -0.040975, 1.124349,-0.055353, 1.162162, 0.037812, 1.124835, -0.037327 
 529200.00, 1, 0, 1, 7, 264.668030, 11.833847, 6093.589844, 44.392, 2.968217, -0.024572, 2.702294,-0.049805, 2.645704, -0.056590, 2.561503, -0.084201 
 529260.00, 1, 0, 1, 4, 264.250458, 11.653831, 6148.160156, 35.680, 1.132218, 0.007383, 1.059004,-0.073214, 0.974629, 0.049785, 0.905627, -0.069002 
 529260.00, 1, 0, 1, 7, 264.250458, 11.653831, 6153.589844, 46.420, 2.552805, -0.008698, 2.191018,-0.088259, 2.173169, -0.017849, 2.114002, -0.059167 
 529320.00, 1, 0, 1, 4, 263.841003, 11.476621, 6208.160156, 33.077, 0.967939, 0.062312, 1.022619,0.054680, 1.232572, 0.118316, 1.134841, -0.097731 
 529320.00, 1, 0, 1, 7, 263.841003, 11.476621, 6213.589844, 45.943, 2.198371, 0.084369, 2.277176,0.022388, 2.359150, 0.081974, 2.314707, -0.044443 
 529380.00, 1, 0, 1, 4, 263.429504, 11.294808, 6268.160156, 33.812, 1.010421, -0.124420, 0.921118,-0.089303, 0.730201, -0.060281, 0.504246, -0.225955 
 529380.00, 1, 0, 1, 7, 263.429504, 11.294808, 6273.589844, 43.051, 2.265650, -0.049057, 2.257171,-0.077802, 2.263665, 0.006495, 2.181254, -0.082411 
 529440.00, 1, 0, 1, 4, 263.019318, 11.111515, 6328.160156, 37.078, 0.494933, -0.009314, 0.481966,-0.012967, 0.013922, -0.055652, 0.033458, 0.019536 
 529440.00, 1, 0, 1, 7, 263.019318, 11.111515, 6333.589844, 44.911, 2.098915, -0.082339, 1.636566,-0.045592, 1.537452, -0.099114, 1.472676, -0.064777 
 529500.00, 1, 0, 1, 4, 262.610443, 10.926792, 6388.160156, 36.893, 0.080804, 0.047346, 0.067640,-0.013163, -0.011843, -0.126898, 0.039732, 0.051574 
 529500.00, 1, 0, 1, 7, 262.610443, 10.926792, 6393.589844, 47.120, 1.465423, -0.007253, 1.283787,-0.051768, 1.264608, -0.019179, 1.258970, -0.005639 
 529560.00, 1, 0, 1, 4, 262.199463, 10.739128, 6448.160156, 33.243, 0.033024, -0.006707, 0.029401,-0.003623, 0.013945, -0.137658, 0.228233, 0.214288 
 529560.00, 1, 0, 1, 7, 262.199463, 10.739128, 6453.589844, 45.479, 1.257794, -0.001176, 1.203510,-0.054284, 1.411087, 0.038513, 1.466990, 0.055903 
 529620.00, 1, 0, 1, 4, 261.796570, 10.553236, 25.160000, 34.042, 0.233946, 0.005713, -0.076561,-0.310506, -40.209942, -45650468.000000, -47.123714, -0.087562 
 529620.00, 1, 0, 1, 7, 261.796570, 10.553236, 6513.589844, 40.872, 1.428449, -0.038541, 1.311521,-0.116928, 1.360624, -0.064834, 1.315755, -0.044869 
 546180.00, 1, 0, 1, 4, 166.904999, 6.400294, 21.680000, 28.345, 0.000000, 0.000000, 0.000000,0.000000, 179.488510, 2631626.750000, 181.130554, 0.101691 
 546180.00, 1, 0, 1, 7, 166.904999, 6.400294, 26.639999, 42.545, 0.000000, 0.000000, 0.000000,0.000000, 118.841896, -4477264.000000, 116.125549, 0.007121 
 549420.00, 1, 0, 1, 4, 152.557098, 25.186903, 4.820000, 33.186, 0.000000, 0.000000, 0.000000,0.000000, 0.000000, 0.000000, -18.691790, 8608324.000000 
 549420.00, 1, 0, 1, 7, 152.557098, 25.186903, 11.440000, 45.983, 0.000000, 0.000000, 0.000000,0.000000, 0.000000, 0.000000, -9.610576, 3474022.000000 
 549480.00, 1, 0, 1, 4, 152.269714, 25.572515, 64.820000, 33.790, -33.023010, -0.023188, -33.121944,-0.098441, -33.043587, 0.078358, -33.168343, -0.124753 
 549480.00, 1, 0, 1, 7, 152.269714, 25.572515, 71.440002, 46.039, -13.053977, 0.010156, -13.122391,-0.068413, -13.131745, -0.009355, -13.187272, -0.055527 
 549540.00, 1, 0, 1, 4, 151.980515, 25.959007, 124.820000, 34.410, -33.107307, 0.061033, -41.318462,-0.021081, -41.314293, 0.004169, -41.362221, -0.047928 
 549540.00, 1, 0, 1, 7, 151.980515, 25.959007, 131.440002, 45.830, -19.109537, -0.011622, -19.137583,-0.028046, -19.125507, 0.012076, -19.148853, -0.023346 
 549600.00, 1, 0, 1, 4, 151.689423, 26.346388, 184.820007, 36.664, -41.352497, 0.009725, -34.833324,0.140036, -34.912521, -0.079196, -34.953949, -0.041426 
 549600.00, 1, 0, 1, 7, 151.689423, 26.346388, 191.440002, 46.607, -18.784140, 0.045811, -18.722378,0.061761, -18.737213, -0.014834, -18.742523, -0.005311 
 549660.00, 1, 0, 1, 4, 151.393906, 26.737852, 244.820007, 38.962, -35.013165, -0.059219, -26.396406,0.114137, -26.436546, -0.040139, -26.397690, 0.038857 
 549660.00, 1, 0, 1, 7, 151.393906, 26.737852, 251.440002, 47.101, -14.436402, -0.036547, -14.359491,0.076911, -14.388701, -0.029209, -14.351075, 0.037626 
 549720.00, 1, 0, 1, 4, 151.101273, 27.123648, 304.820007, 38.839, -26.526114, -0.128424, -25.080578,0.014116, -25.112930, -0.032353, -25.184362, -0.071431 
 549720.00, 1, 0, 1, 7, 151.101273, 27.123648, 311.440002, 47.202, -11.855972, -0.066784, -11.877782,-0.021810, -11.879952, -0.002171, -11.911836, -0.031883 
 549780.00, 1, 0, 1, 4, 150.804047, 27.513453, 364.820007, 39.570, -25.209305, -0.024944, -26.209591,-0.016956, -26.233871, -0.024280, -26.233675, 0.000195 
 549780.00, 1, 0, 1, 7, 150.804047, 27.513453, 371.440002, 47.901, -12.611090, 0.001189, -12.652407,-0.041317, -12.632709, 0.019698, -12.679408, -0.046699 
 549840.00, 1, 0, 1, 4, 150.503616, 27.902489, 424.820007, 39.949, -26.180063, 0.053613, -24.798500,-0.105329, -24.699055, 0.099444, -24.760994, -0.061939 
 549840.00, 1, 0, 1, 7, 150.503616, 27.902489, 431.440002, 48.492, -14.327250, 0.013450, -14.362411,-0.035161, -14.323851, 0.038561, -14.317947, 0.005904 
 549900.00, 1, 0, 1, 4, 150.202057, 28.293938, 484.820007, 40.026, -24.727737, 0.033257, -21.957987,-0.005693, -21.925701, 0.032285, -21.922598, 0.003104 
 549900.00, 1, 0, 1, 7, 150.202057, 28.293938, 491.440002, 48.673, -14.438832, 0.019754, -14.459684,-0.020852, -14.470454, -0.010770, -14.422363, 0.048091 
 549960.00, 1, 0, 1, 4, 149.895599, 28.689329, 544.820007, 40.082, -21.937988, -0.015390, -20.965496,0.000479, -21.064919, -0.099423, -20.998096, 0.066822 
 549960.00, 1, 0, 1, 7, 149.895599, 28.689329, 551.440002, 48.935, -14.474731, -0.052368, -14.308998,0.017915, -14.394899, -0.085901, -14.333882, 0.061017 
 550020.00, 1, 0, 1, 4, 149.591766, 29.078819, 604.820007, 41.056, -21.087198, -0.089101, -20.176512,0.012768, -20.175508, 0.001004, -20.156597, 0.018910 
 550020.00, 1, 0, 1, 7, 149.591766, 29.078819, 611.440002, 49.506, -14.442159, -0.108276, -14.289071,0.012477, -14.279274, 0.009797, -14.283223, -0.003950 
 550080.00, 1, 0, 1, 4, 149.282867, 29.472162, 664.820007, 40.373, -20.106115, 0.050482, -18.722607,-0.070463, -18.759762, -0.037156, -18.767187, -0.007424 
 550080.00, 1, 0, 1, 7, 149.282867, 29.472162, 671.440002, 49.714, -14.260967, 0.022256, -13.857225,-0.070357, -13.877475, -0.020249, -13.879715, -0.002241 
 550140.00, 1, 0, 1, 4, 148.971329, 29.866064, 724.820007, 41.881, -18.808266, -0.041079, -18.162806,-0.057267, -18.174034, -0.011229, -18.215246, -0.041212 
 550140.00, 1, 0, 1, 7, 148.971329, 29.866064, 731.440002, 49.965, -13.944310, -0.064595, -13.339707,-0.024467, -13.339512, 0.000196, -13.398580, -0.059069 
 550200.00, 1, 0, 1, 4, 148.657089, 30.260485, 784.820007, 42.083, -18.332233, -0.116987, -18.024925,-0.012689, -18.015322, 0.009604, -18.093525, -0.078204 
 550200.00, 1, 0, 1, 7, 148.657089, 30.260485, 791.440002, 49.782, -13.450806, -0.052226, -13.147803,-0.075417, -13.133753, 0.014051, -13.196061, -0.062309 
 550260.00, 1, 0, 1, 4, 148.337402, 30.658682, 844.820007, 42.557, -18.078588, 0.014936, -17.465862,-0.041479, -17.474459, -0.008597, -17.474703, -0.000243 
 550260.00, 1, 0, 1, 7, 148.337402, 30.658682, 851.440002, 49.959, -13.183925, 0.012137, -12.998043,-0.031645, -13.021892, -0.023848, -13.070256, -0.048364 
 550320.00, 1, 0, 1, 4, 148.020111, 31.050709, 904.820007, 42.113, -17.539736, -0.065034, -17.151985,-0.024740, -17.181299, -0.029314, -17.181631, -0.000332 
 550320.00, 1, 0, 1, 7, 148.020111, 31.050709, 911.440002, 50.049, -13.083993, -0.013737, -13.121769,-0.045439, -13.117931, 0.003838, -13.109089, 0.008843 
 550380.00, 1, 0, 1, 4, 147.697174, 31.446419, 964.820007, 42.797, -17.229422, -0.047792, -17.283239,-0.037053, -17.352100, -0.068861, -17.319748, 0.032351 
 550380.00, 1, 0, 1, 7, 147.697174, 31.446419, 971.440002, 50.145, -13.167281, -0.058193, -13.221519,-0.030014, -13.270013, -0.048495, -13.259064, 0.010950 
 550440.00, 1, 0, 1, 4, 147.371140, 31.842466, 1024.819946, 42.664, -17.344233, -0.024484, -17.395988,-0.051756, -17.332680, -0.014841, -17.312614, 0.020064 
 550440.00, 1, 0, 1, 7, 147.371140, 31.842466, 1031.439941, 50.283, -13.300779, -0.041716, -13.433748,-0.023174, -13.447952, -0.014204, -13.445116, 0.002837 
 550500.00, 1, 0, 1, 4, 147.041901, 32.238811, 1084.819946, 43.469, -17.298592, 0.014023, -17.312748,-0.014157, -16.957758, 0.018184, -16.977823, -0.020064 
 550500.00, 1, 0, 1, 7, 147.041901, 32.238811, 1091.449951, 50.633, -13.423896, 0.021220, -13.299833,-0.004379, -13.305899, -0.006065, -13.345668, -0.039769 
 550560.00, 1, 0, 1, 4, 146.685944, 32.660244, 1144.819946, 43.377, -17.007849, -0.030027, -17.038792,-0.030942, -16.674520, -0.042242, -16.729498, -0.054976 
 550560.00, 1, 0, 1, 7, 146.685944, 32.660244, 1151.449951, 50.607, -13.364797, -0.019130, -12.965972,-0.006378, -13.007780, -0.041808, -13.038954, -0.031173 
 550620.00, 1, 0, 1, 4, 146.372421, 33.030781, 1204.819946, 43.970, -16.726522, 0.002974, -16.736334,-0.009811, -16.368687, -0.036985, -16.369652, -0.000964 
 550620.00, 1, 0, 1, 7, 146.372421, 33.030781, 1211.449951, 50.856, -13.055077, -0.016123, -12.970642,-0.020005, -13.003080, -0.032438, -12.993904, 0.009175 
 550680.00, 1, 0, 1, 4, 146.033127, 33.427933, 1264.819946, 43.425, -16.392153, -0.022501, -16.414062,-0.021912, -16.273918, -0.016178, -16.275196, -0.001278 
 550680.00, 1, 0, 1, 7, 146.033127, 33.427933, 1271.449951, 50.811, -13.028769, -0.034864, -13.096655,-0.006980, -13.115805, -0.019150, -13.128386, -0.012582 
 550740.00, 1, 0, 1, 4, 145.690216, 33.825195, 1324.819946, 43.882, -16.265623, 0.009573, -16.278131,-0.012509, -16.165001, -0.049545, -16.203051, -0.038050 
 550740.00, 1, 0, 1, 7, 145.690216, 33.825195, 1331.449951, 50.783, -13.116273, 0.012114, -13.125555,-0.012615, -13.160575, -0.035020, -13.190209, -0.029635 
 550800.00, 1, 0, 1, 4, 145.343567, 34.222492, 1384.819946, 42.425, -16.214937, -0.011888, -16.231550,-0.016612, -16.096796, -0.029519, -16.094458, 0.002337 
 550800.00, 1, 0, 1, 7, 145.343567, 34.222492, 1391.449951, 50.943, -13.207439, -0.017230, -13.351060,-0.030507, -13.377542, -0.026481, -13.396817, -0.019276 
 550860.00, 1, 0, 1, 4, 144.990128, 34.623104, 1444.819946, 43.458, -16.145638, -0.051179, -16.158522,-0.012885, -16.131262, -0.027595, -16.175226, -0.043963 
 550860.00, 1, 0, 1, 7, 144.990128, 34.623104, 1451.449951, 50.871, -13.419776, -0.022959, -13.442539,-0.022763, -13.555551, -0.019056, -13.570884, -0.015333 
 550920.00, 1, 0, 1, 4, 144.638596, 35.017036, 1504.819946, 42.718, -16.152390, 0.022836, -16.179228,-0.026838, -15.872300, 0.011717, -15.863642, 0.008659 
 550920.00, 1, 0, 1, 7, 144.638596, 35.017036, 1511.449951, 50.810, -13.577425, -0.006541, -13.592309,-0.014884, -13.436974, 0.007705, -13.440716, -0.003742 
 550980.00, 1, 0, 1, 4, 144.280045, 35.414162, 1564.819946, 41.777, -15.910067, -0.046425, -15.915916,-0.005850, -15.722619, -0.017607, -15.718484, 0.004135 
 550980.00, 1, 0, 1, 7, 144.280045, 35.414162, 1571.449951, 50.513, -13.474802, -0.034086, -13.486433,-0.011632, -13.336208, -0.002170, -13.361645, -0.025436 
 551040.00, 1, 0, 1, 4, 143.917297, 35.811115, 1624.819946, 42.373, -15.715500, 0.002984, -15.755227,-0.039728, -15.795275, -0.018839, -15.719187, 0.076089 
 551040.00, 1, 0, 1, 7, 143.917297, 35.811115, 1631.449951, 50.529, -13.371992, -0.010348, -13.402059,-0.030067, -13.351135, -0.000916, -13.334737, 0.016398 
 551100.00, 1, 0, 1, 4, 143.550186, 36.207825, 1684.819946, 43.307, -15.770269, -0.051083, -15.755907,0.014362, -15.618843, 0.028546, -15.679990, -0.061147 
 551100.00, 1, 0, 1, 7, 143.550186, 36.207825, 1691.449951, 50.501, -13.348536, -0.013799, -13.368673,-0.020137, -13.257713, 0.005838, -13.274979, -0.017265 
 551160.00, 1, 0, 1, 4, 143.175522, 36.607536, 1744.819946, 42.711, -15.653324, 0.026666, -15.725888,-0.072565, -15.578819, 0.025320, -15.545424, 0.033396 
 551160.00, 1, 0, 1, 7, 143.175522, 36.607536, 1751.449951, 50.456, -13.267651, 0.007328, -13.288803,-0.021153, -13.191443, -0.023333, -13.147245, 0.044198 
 551220.00, 1, 0, 1, 4, 142.802475, 37.000286, 1804.819946, 42.363, -15.575500, -0.030076, -15.611456,-0.035956, -15.558601, -0.041344, -15.581182, -0.022581 
 551220.00, 1, 0, 1, 7, 142.802475, 37.000286, 1811.449951, 50.528, -13.185246, -0.038001, -13.177411,0.007836, -12.986403, -0.024941, -13.018153, -0.031751 
 551280.00, 1, 0, 1, 4, 142.421600, 37.395912, 1864.819946, 42.036, -15.612096, -0.030914, -15.652664,-0.040568, -15.410234, 0.036860, -15.379354, 0.030879 
 551280.00, 1, 0, 1, 7, 142.421600, 37.395912, 1871.449951, 50.712, -13.033704, -0.015551, -13.060808,-0.027104, -12.693976, 0.003536, -12.646134, 0.047842 
 551340.00, 1, 0, 1, 4, 142.034821, 37.789558, 1924.819946, 41.633, -15.427581, -0.048226, -15.465948,-0.038367, -15.478259, -0.012311, -15.303163, 0.005231 
 551340.00, 1, 0, 1, 7, 142.034821, 37.789558, 1931.449951, 50.601, -12.702066, -0.055932, -12.759375,-0.057308, -12.429029, 0.031388, -12.461548, -0.032519 
 551400.00, 1, 0, 1, 4, 141.644241, 38.184326, 1984.819946, 40.729, -15.352420, -0.049258, -15.349292,0.003128, -15.349124, 0.000167, -15.169170, -0.013302 
 551400.00, 1, 0, 1, 7, 141.644241, 38.184326, 1991.449951, 50.382, -12.503544, -0.041996, -12.521011,-0.017468, -12.546082, -0.013600, -12.564648, -0.018566 
 551460.00, 1, 0, 1, 4, 141.245209, 38.581745, 2044.819946, 39.808, -15.202474, -0.033303, -15.175330,0.027144, -15.173475, 0.001855, -15.337809, -0.059628 
 551460.00, 1, 0, 1, 7, 141.245209, 38.581745, 2051.449951, 50.399, -12.550503, 0.014145, -12.567909,-0.017406, -12.472501, -0.019785, -12.492845, -0.020344 
 551520.00, 1, 0, 1, 4, 140.847534, 38.971905, 2104.820068, 39.915, -15.290977, 0.046831, -15.261532,0.029446, -15.267576, -0.006045, -15.494288, -0.031779 
 551520.00, 1, 0, 1, 7, 140.847534, 38.971905, 2111.449951, 49.851, -12.481381, 0.011463, -12.463944,0.017437, -12.315266, -0.024215, -12.338681, -0.023415 
 551580.00, 1, 0, 1, 4, 140.441116, 39.364567, 2164.820068, 41.203, -15.435966, 0.058323, -15.416402,0.019564, -15.463167, -0.046766, -15.387124, -0.021573 
 551580.00, 1, 0, 1, 7, 140.441116, 39.364567, 2171.449951, 49.509, -12.303399, 0.035282, -12.291399,0.012000, -12.279578, -0.026680, -12.308770, -0.029192 
 551640.00, 1, 0, 1, 4, 140.029144, 39.756371, 2224.820068, 42.269, -15.382485, 0.004638, -15.379403,0.003082, -15.390069, -0.010665, -15.547767, 0.006926 
 551640.00, 1, 0, 1, 7, 140.029144, 39.756371, 2231.449951, 49.502, -12.315807, -0.007037, -12.303029,0.012778, -12.388519, 0.023507, -12.371616, 0.016903 
 551700.00, 1, 0, 1, 4, 139.611420, 40.147247, 2284.820068, 41.991, -15.537178, 0.010588, -15.498632,0.038546, -15.476233, 0.022399, -15.757939, -0.017336 
 551700.00, 1, 0, 1, 7, 139.611420, 40.147247, 2291.449951, 49.844, -12.353450, 0.018167, -12.316327,0.037123, -12.319274, -0.001286, -12.326966, -0.007692 
 551760.00, 1, 0, 1, 4, 139.184280, 40.540348, 2344.820068, 43.770, -15.801761, -0.043821, -15.797022,0.004739, -15.782463, 0.014559, -15.887136, -0.060722 
 551760.00, 1, 0, 1, 7, 139.184280, 40.540348, 2351.449951, 50.297, -12.318056, 0.008910, -12.336496,-0.018441, -12.346370, -0.009873, -12.369264, -0.023314 
 551820.00, 1, 0, 1, 4, 138.758194, 40.925858, 2404.820068, 43.710, -15.834965, 0.052171, -15.855727,-0.020762, -15.834266, 0.021461, -15.849853, -0.016079 
 551820.00, 1, 0, 1, 7, 138.758194, 40.925858, 2411.449951, 50.672, -12.359758, 0.009505, -12.356433,0.003325, -12.349183, 0.007250, -12.310966, -0.015315 
 551880.00, 1, 0, 1, 4, 138.322372, 41.313427, 2464.820068, 43.119, -15.885055, -0.035202, -15.928248,-0.043194, -15.931222, -0.002973, -15.915508, -0.027143 
 551880.00, 1, 0, 1, 7, 138.322372, 41.313427, 2471.449951, 50.829, -12.307232, 0.003734, -12.327543,-0.020311, -12.341166, -0.013623, -12.247757, -0.002582 
 551940.00, 1, 0, 1, 4, 137.880203, 41.699718, 2524.820068, 43.336, -15.904498, 0.011010, -15.912579,-0.008080, -15.951549, -0.038971, -15.926660, -0.031342 
 551940.00, 1, 0, 1, 7, 137.880203, 41.699718, 2531.449951, 50.875, -12.233294, 0.014463, -12.243786,-0.010492, -12.265569, -0.021783, -12.298531, -0.034603 
