GPS TOW,Freq,SV Sys,PrimSig,SigType,TEC,TECdot
548644.000,0,0,1,7, 1.975443, 0.009936
548645.000,0,0,1,4,-29.794088,-0.033285
548645.000,0,0,1,7, 1.537228, 0.002266
548646.000,0,0,1,4,-29.927706, 0.037094
548646.000,0,0,1,7, 1.147704,-0.022321
548647.000,0,0,1,4,-30.086910, 0.013119
548647.000,0,0,1,7, 0.674711, 0.035088
548648.000,0,0,1,4,-30.405319,-0.031120
548648.000,0,0,1,7, 0.266638,-0.048006
548649.000,0,0,1,4,-30.510508, 0.019844
548649.000,0,0,1,7,-0.255045, 0.027412
548650.000,0,0,1,4,-30.851660, 0.023226
548650.000,0,0,1,7,-0.670074, 0.006630
548651.000,0,0,1,4,-31.221241, 0.008148
548651.000,0,0,1,7,-1.073509,-0.008366
548652.000,0,0,1,4,-31.360544,-0.040697
548652.000,0,0,1,7,-1.370290,-0.014999
548653.000,0,0,1,4,-31.747183, 0.006765
548653.000,0,0,1,7,-1.891973, 0.033933
548654.000,0,0,1,4,-31.954716,-0.001754
548654.000,0,0,1,7,-2.300046,-0.020978
548655.000,0,0,1,4,-32.256069,-0.007566
548655.000,0,0,1,7,-2.629287,-0.038524
548656.000,0,0,1,4,-32.398212,-0.026536
548656.000,0,0,1,7,-3.044315, 0.036543
548657.000,0,0,1,4,-32.543205, 0.068324
548657.000,0,0,1,7,-3.338777, 0.037041
548658.000,0,0,1,4,-32.474972,-0.011741
548658.000,0,0,1,7,-3.524264,-0.009728
548659.000,0,0,1,4,-32.833183,-0.080039
548659.000,0,0,1,7,-3.809451,-0.053375
548660.000,0,0,1,4,-33.032188, 0.028049
548660.000,0,0,1,7,-4.113187,-0.019366
548661.000,0,0,1,4,-33.160118, 0.015837
548661.000,0,0,1,7,-4.412286, 0.029094
548662.000,0,0,1,4,-33.171490, 0.041351
548662.000,0,0,1,7,-4.634871, 0.030310
548663.000,0,0,1,4,-33.515488,-0.058453
548663.000,0,0,1,7,-4.924695,-0.063038
548664.000,0,0,1,4,-33.325008, 0.000392
548664.000,0,0,1,7,-5.096272, 0.025982
548665.000,0,0,1,4,-33.552444, 0.004070
548665.000,0,0,1,7,-5.413919, 0.025267
548666.000,0,0,1,4,-33.543915,-0.033561
548666.000,0,0,1,7,-5.606362,-0.048807
548667.000,0,0,1,4,-33.580875,-0.003857
548667.000,0,0,1,7,-5.944877,-0.010055
548668.000,0,0,1,4,-33.882225, 0.045935
548668.000,0,0,1,7,-6.250932, 0.023040
548669.000,0,0,1,4,-33.978886, 0.016318
548669.000,0,0,1,7,-6.607996, 0.023001
548670.000,0,0,1,4,-34.081230,-0.026793
548670.000,0,0,1,7,-6.900138,-0.027793
548671.000,0,0,1,4,-34.152302,-0.022998
548671.000,0,0,1,7,-7.129679,-0.005753
548672.000,0,0,1,4,-34.209160, 0.042311
548672.000,0,0,1,7,-7.463557, 0.036144
548673.000,0,0,1,4,-34.231907,-0.045032
548673.000,0,0,1,7,-7.611947,-0.045981
548674.000,0,0,1,4,-34.149460,-0.009717
548674.000,0,0,1,7,-7.899453,-0.035422
548675.000,0,0,1,4,-34.499142, 0.004536
548675.000,0,0,1,7,-8.356215, 0.047394
548676.000,0,0,1,4,-34.752163, 0.044890
548676.000,0,0,1,7,-8.634447, 0.003569
548677.000,0,0,1,4,-34.561684, 0.003721
548677.000,0,0,1,7,-8.824572, 0.016743
548678.000,0,0,1,4,-34.732262,-0.036851
548678.000,0,0,1,7,-9.139901,-0.060582
548679.000,0,0,1,4,-34.814705,-0.016463
548679.000,0,0,1,7,-9.515513, 0.013633
548680.000,0,0,1,4,-34.757847, 0.001206
548680.000,0,0,1,7,-9.809975,-0.015477
548681.000,0,0,1,4,-34.601486,-0.044099
548681.000,0,0,1,7,-10.083570, 0.011007
548682.000,0,0,1,4,-34.737946, 0.045258
548682.000,0,0,1,7,-10.429040, 0.035280
548683.000,0,0,1,4,-34.854507,-0.017279
548683.000,0,0,1,7,-10.686404,-0.077951
548684.000,0,0,1,4,-34.624229,-0.000330
548684.000,0,0,1,7,-11.027237, 0.042566
548685.000,0,0,1,4,-34.598644,-0.002819
548685.000,0,0,1,7,-11.221999,-0.034379
548686.000,0,0,1,4,-34.590115,-0.019106
548686.000,0,0,1,7,-11.634709, 0.026693
548687.000,0,0,1,4,-34.578743,-0.026813
548687.000,0,0,1,7,-11.831790,-0.030496
548688.000,0,0,1,4,-34.990967, 0.055937
548688.000,0,0,1,7,-12.258411, 0.058765
548689.000,0,0,1,4,-35.127430,-0.008765
548689.000,0,0,1,7,-12.434625,-0.059114
548690.000,0,0,1,4,-35.425938, 0.029886
548690.000,0,0,1,7,-12.687351, 0.030558
548691.000,0,0,1,4,-35.394665,-0.024633
548691.000,0,0,1,7,-12.960945, 0.025876
548692.000,0,0,1,4,-35.383293,-0.037800
548692.000,0,0,1,7,-13.137158,-0.035765
548693.000,0,0,1,4,-35.533966,-0.003094
548693.000,0,0,1,7,-13.487267,-0.002369
548694.000,0,0,1,4,-35.690331, 0.031028
548694.000,0,0,1,7,-13.800277, 0.028990
548695.000,0,0,1,4,-35.545341,-0.021754
548695.000,0,0,1,7,-13.925481,-0.010755
548696.000,0,0,1,4,-35.474266,-0.034068
548696.000,0,0,1,7,-14.134154,-0.008733
548697.000,0,0,1,4,-35.477108, 0.034877
548697.000,0,0,1,7,-14.382244,-0.015394
548698.000,0,0,1,4,-35.241146, 0.021781
548698.000,0,0,1,7,-14.549183, 0.028767
548699.000,0,0,1,4,-35.292320,-0.001788
548699.000,0,0,1,7,-14.709166,-0.051904
548700.000,0,0,1,4,-35.346333,-0.005820
548700.000,0,0,1,7,-14.829733, 0.007813
548701.000,0,0,1,4,-35.192818,-0.018532
548701.000,0,0,1,7,-14.973486, 0.005233
548702.000,0,0,1,4,-35.064884,-0.008118
548702.000,0,0,1,7,-15.138106,-0.022412
548703.000,0,0,1,4,-34.857349,-0.040568
548703.000,0,0,1,7,-15.193752, 0.032729
548704.000,0,0,1,4,-34.882938, 0.027075
548704.000,0,0,1,7,-15.305045,-0.027244
548705.000,0,0,1,4,-34.774906,-0.021146
548705.000,0,0,1,7,-15.462709, 0.014158
548706.000,0,0,1,4,-34.800491, 0.032206
548706.000,0,0,1,7,-15.504444,-0.011709
548707.000,0,0,1,4,-34.743633,-0.000231
548707.000,0,0,1,7,-15.499806,-0.010143
548708.000,0,0,1,4,-34.544628,-0.021502
548708.000,0,0,1,7,-15.618055, 0.021648
548709.000,0,0,1,4,-34.774906,-0.016855
548709.000,0,0,1,7,-15.724710,-0.021193
548710.000,0,0,1,4,-34.786278, 0.004565
548710.000,0,0,1,7,-15.669065,-0.025681
548711.000,0,0,1,4,-34.865879, 0.006415
548711.000,0,0,1,7,-15.840640,-0.018796
548712.000,0,0,1,4,-34.382580, 0.015976
548712.000,0,0,1,7,-15.905560, 0.043237
548713.000,0,0,1,4,-34.257492, 0.003310
548713.000,0,0,1,7,-16.002941, 0.027188
548714.000,0,0,1,4,-34.556000, 0.002815
548714.000,0,0,1,7,-16.162926,-0.007496
548715.000,0,0,1,4,-34.783432, 0.029969
548715.000,0,0,1,7,-16.288130,-0.023591
548716.000,0,0,1,4,-34.809021,-0.015359
548716.000,0,0,1,7,-16.457386, 0.004597
548717.000,0,0,1,4,-34.743633,-0.028735
548717.000,0,0,1,7,-16.557085,-0.033288
548718.000,0,0,1,4,-34.536098,-0.001516
548718.000,0,0,1,7,-16.633600, 0.037622
548719.000,0,0,1,4,-34.280235,-0.047049
548719.000,0,0,1,7,-16.679972,-0.040281
548720.000,0,0,1,4,-34.425224, 0.018078
548720.000,0,0,1,7,-16.844591, 0.013887
548721.000,0,0,1,4,-34.652660, 0.019939
548721.000,0,0,1,7,-16.877052,-0.010127
548722.000,0,0,1,4,-34.632759,-0.052886
548722.000,0,0,1,7,-16.958202,-0.011547
548723.000,0,0,1,4,-34.712360, 0.052545
548723.000,0,0,1,7,-17.106592, 0.012281
548724.000,0,0,1,4,-34.652660,-0.012051
548724.000,0,0,1,7,-17.190062, 0.014112
548725.000,0,0,1,4,-34.237591,-0.024865
548725.000,0,0,1,7,-17.213249, 0.003436
548726.000,0,0,1,4,-34.112503,-0.057527
548726.000,0,0,1,7,-17.215567,-0.041582
548727.000,0,0,1,4,-33.794094, 0.064882
548727.000,0,0,1,7,-17.259621, 0.023680
548728.000,0,0,1,4,-33.543915, 0.021871
548728.000,0,0,1,7,-17.273531,-0.012975
548729.000,0,0,1,4,-33.535385,-0.010178
548729.000,0,0,1,7,-17.424240, 0.026321
548730.000,0,0,1,4,-33.447254, 0.028660
548730.000,0,0,1,7,-17.516985,-0.019248
548731.000,0,0,1,4,-33.063461, 0.008105
548731.000,0,0,1,7,-17.660738, 0.016472
548732.000,0,0,1,4,-32.872982,-0.035359
548732.000,0,0,1,7,-17.642189,-0.048758
548733.000,0,0,1,4,-32.730839,-0.039888
548733.000,0,0,1,7,-17.702473, 0.011132
548734.000,0,0,1,4,-32.730839, 0.008867
548734.000,0,0,1,7,-17.630596,-0.040489
548735.000,0,0,1,4,-32.429485, 0.029202
548735.000,0,0,1,7,-17.693197, 0.083952
548736.000,0,0,1,4,-32.022945,-0.028715
548736.000,0,0,1,7,-17.653782,-0.044432
548737.000,0,0,1,4,-31.696011,-0.004509
548737.000,0,0,1,7,-17.679285,-0.008399
548738.000,0,0,1,4,-31.536806, 0.002232
548738.000,0,0,1,7,-17.734932, 0.011483
548739.000,0,0,1,4,-31.442989, 0.012552
548739.000,0,0,1,7,-17.702473,-0.038374
548740.000,0,0,1,4,-31.369072, 0.014173
548740.000,0,0,1,7,-17.730295, 0.038767
548741.000,0,0,1,4,-31.195654,-0.035026
548741.000,0,0,1,7,-17.704790,-0.045435
548742.000,0,0,1,4,-31.130266, 0.044990
548742.000,0,0,1,7,-17.707109, 0.032573
548743.000,0,0,1,4,-30.979591,-0.004650
548743.000,0,0,1,7,-17.811445, 0.041605
548744.000,0,0,1,4,-30.837444,-0.022636
548744.000,0,0,1,7,-17.693197,-0.060217
548745.000,0,0,1,4,-30.743628, 0.005793
548745.000,0,0,1,7,-17.739569, 0.024793
548746.000,0,0,1,4,-30.743628,-0.009921
548746.000,0,0,1,7,-17.656099,-0.007359
548747.000,0,0,1,4,-30.931261, 0.023256
548747.000,0,0,1,7,-17.674648,-0.004927
548748.000,0,0,1,4,-30.706669,-0.002492
548748.000,0,0,1,7,-17.591179, 0.009723
548749.000,0,0,1,4,-30.470707,-0.027383
548749.000,0,0,1,7,-17.607409,-0.005939
548750.000,0,0,1,4,-30.422377,-0.015553
548750.000,0,0,1,7,-17.623640,-0.043617
548751.000,0,0,1,4,-30.152298, 0.035967
548751.000,0,0,1,7,-17.683924, 0.063679
548752.000,0,0,1,4,-30.001623,-0.032758
548752.000,0,0,1,7,-17.660738,-0.034395
548753.000,0,0,1,4,-29.788403, 0.026206
548753.000,0,0,1,7,-17.676968, 0.011061
548754.000,0,0,1,4,-29.691742, 0.011086
548754.000,0,0,1,7,-17.667692, 0.021833
548755.000,0,0,1,4,-29.469994,-0.006778
548755.000,0,0,1,7,-17.619003,-0.024559
548756.000,0,0,1,4,-29.725859, 0.004390
548756.000,0,0,1,7,-17.628277,-0.016228
548757.000,0,0,1,4,-29.580868,-0.004909
548757.000,0,0,1,7,-17.693197, 0.026555
548758.000,0,0,1,4,-29.515482,-0.002915
548758.000,0,0,1,7,-17.718702,-0.016690
548759.000,0,0,1,4,-29.182858, 0.021219
548759.000,0,0,1,7,-17.646826, 0.047126
548760.000,0,0,1,4,-29.234032, 0.007038
548760.000,0,0,1,7,-17.614365,-0.052541
548761.000,0,0,1,4,-28.995224, 0.019658
548761.000,0,0,1,7,-17.632914, 0.024132
548762.000,0,0,1,4,-28.963953, 0.025879
548762.000,0,0,1,7,-17.586542, 0.017957
548763.000,0,0,1,4,-28.656916,-0.101353
548763.000,0,0,1,7,-17.459019,-0.037647
548764.000,0,0,1,4,-28.344193,-0.004700
548764.000,0,0,1,7,-17.442789,-0.004309
548765.000,0,0,1,4,-28.085485, 0.051312
548765.000,0,0,1,7,-17.289762, 0.040636
548766.000,0,0,1,4,-28.065586,-0.017919
548766.000,0,0,1,7,-17.192381,-0.015085
548767.000,0,0,1,4,-27.713062,-0.009952
548767.000,0,0,1,7,-17.011530,-0.034237
548768.000,0,0,1,4,-27.528273,-0.016726
548768.000,0,0,1,7,-16.895601, 0.020687
548769.000,0,0,1,4,-27.297995, 0.032739
548769.000,0,0,1,7,-16.770397,-0.049038
548770.000,0,0,1,4,-26.723722,-0.024847
548770.000,0,0,1,7,-16.617369, 0.052167
548771.000,0,0,1,4,-26.482073, 0.007460
548771.000,0,0,1,7,-16.376236,-0.037609
548772.000,0,0,1,4,-26.175035,-0.026863
548772.000,0,0,1,7,-16.237120, 0.004315
548773.000,0,0,1,4,-26.021519, 0.024593
548773.000,0,0,1,7,-16.100323, 0.010351
548774.000,0,0,1,4,-25.529690, 0.006394
548774.000,0,0,1,7,-15.808180, 0.000817
548775.000,0,0,1,4,-25.228340,-0.029571
548775.000,0,0,1,7,-15.819773,-0.006765
548776.000,0,0,1,4,-24.739355, 0.010412
548776.000,0,0,1,7,-15.620374, 0.009167
548777.000,0,0,1,4,-24.557407, 0.023240
548777.000,0,0,1,7,-15.543860,-0.009807
548778.000,0,0,1,4,-23.906376,-0.012891
548778.000,0,0,1,7,-15.402426,-0.014889
548779.000,0,0,1,4,-23.659042,-0.007929
548779.000,0,0,1,7,-15.258673, 0.007842
548780.000,0,0,1,4,-23.425920, 0.059354
548780.000,0,0,1,7,-15.189115, 0.041133
548781.000,0,0,1,4,-23.096142,-0.035241
548781.000,0,0,1,7,-15.017539,-0.057874
548782.000,0,0,1,4,-22.664015,-0.026592
548782.000,0,0,1,7,-14.848282, 0.003825
548783.000,0,0,1,4,-22.433739, 0.043480
548783.000,0,0,1,7,-14.778724, 0.036320
548784.000,0,0,1,4,-22.246105,-0.017412
548784.000,0,0,1,7,-14.709166,-0.004453
548785.000,0,0,1,4,-21.939068,-0.018157
548785.000,0,0,1,7,-14.593236,-0.008850
548786.000,0,0,1,4,-21.484198, 0.052645
548786.000,0,0,1,7,-14.437890, 0.027055
548787.000,0,0,1,4,-21.114618,-0.026745
548787.000,0,0,1,7,-14.280226, 0.017733
548788.000,0,0,1,4,-20.924141,-0.027694
548788.000,0,0,1,7,-14.108650,-0.047049
548789.000,0,0,1,4,-20.568775,-0.006874
548789.000,0,0,1,7,-13.955623,-0.017308
548790.000,0,0,1,4,-20.125277, 0.019432
548790.000,0,0,1,7,-13.860560, 0.047690
548791.000,0,0,1,4,-19.809711,-0.048674
548791.000,0,0,1,7,-13.552187,-0.057073
548792.000,0,0,1,4,-19.622078, 0.047859
548792.000,0,0,1,7,-13.406116, 0.000688
548793.000,0,0,1,4,-19.215538, 0.001967
548793.000,0,0,1,7,-13.280911, 0.026484
548794.000,0,0,1,4,-18.877230,-0.012560
548794.000,0,0,1,7,-13.213673, 0.023092
548795.000,0,0,1,4,-18.547449, 0.014237
548795.000,0,0,1,7,-12.942396,-0.027353
548796.000,0,0,1,4,-18.240414, 0.005421
548796.000,0,0,1,7,-12.784732, 0.033596
548797.000,0,0,1,4,-17.700256,-0.015947
548797.000,0,0,1,7,-12.494907,-0.004659
548798.000,0,0,1,4,-17.549582, 0.028079
548798.000,0,0,1,7,-12.311739, 0.002685
548799.000,0,0,1,4,-17.404591,-0.005838
548799.000,0,0,1,7,-12.154075,-0.009062
548800.000,0,0,1,4,-17.288031,-0.005354
548800.000,0,0,1,7,-11.910622,-0.011125
548801.000,0,0,1,4,-16.855906, 0.004054
548801.000,0,0,1,7,-11.525735,-0.002980
548802.000,0,0,1,4,-16.446524, 0.035114
548802.000,0,0,1,7,-11.310105, 0.018718
548803.000,0,0,1,4,-15.812550,-0.013168
548803.000,0,0,1,7,-10.906671,-0.020765
548804.000,0,0,1,4,-15.496984,-0.037247
548804.000,0,0,1,7,-10.637713,-0.024886
548805.000,0,0,1,4,-14.740764, 0.068230
548805.000,0,0,1,7,-10.324703, 0.059870
548806.000,0,0,1,4,-14.084047,-0.051992
548806.000,0,0,1,7,-9.823887,-0.060286
548807.000,0,0,1,4,-13.435859,-0.027496
548807.000,0,0,1,7,-9.411177, 0.002799
548808.000,0,0,1,4,-13.012261, 0.013741
548808.000,0,0,1,7,-9.107441, 0.012657
548809.000,0,0,1,4,-12.611408, 0.022042
548809.000,0,0,1,7,-8.792111, 0.033202
548810.000,0,0,1,4,-12.216241,-0.038078
548810.000,0,0,1,7,-8.421137,-0.046409
548811.000,0,0,1,4,-11.835288, 0.044380
548811.000,0,0,1,7,-8.108127, 0.030254
548812.000,0,0,1,4,-11.619225,-0.013544
548812.000,0,0,1,7,-7.723239,-0.033936
548813.000,0,0,1,4,-11.133083,-0.027155
548813.000,0,0,1,7,-7.370813, 0.007628
548814.000,0,0,1,4,-10.774874, 0.017872
548814.000,0,0,1,7,-7.036935,-0.008512
548815.000,0,0,1,4,-10.638413, 0.071487
548815.000,0,0,1,7,-6.742474, 0.072966
548816.000,0,0,1,4,-10.217660,-0.091029
548816.000,0,0,1,7,-6.336720,-0.067301
548817.000,0,0,1,4,-10.092570, 0.033999
548817.000,0,0,1,7,-6.077037, 0.018392
548818.000,0,0,1,4,-9.748576, 0.014873
548818.000,0,0,1,7,-5.870682, 0.058405
548819.000,0,0,1,4,-9.282335,-0.035249
548819.000,0,0,1,7,-5.488114,-0.088030
548820.000,0,0,1,4,-9.367623, 0.012464
548820.000,0,0,1,7,-5.360591, 0.011805
548821.000,0,0,1,4,-8.909911, 0.003449
548821.000,0,0,1,7,-5.086997, 0.022381
548822.000,0,0,1,4,-8.636990,-0.036954
548822.000,0,0,1,7,-4.822677,-0.044582
548823.000,0,0,1,4,-8.236136, 0.025897
548823.000,0,0,1,7,-4.416923, 0.018840
548824.000,0,0,1,4,-7.971743,-0.033749
548824.000,0,0,1,7,-4.152604, 0.007166
548825.000,0,0,1,4,-7.633434, 0.023161
548825.000,0,0,1,7,-3.841912, 0.013778
548826.000,0,0,1,4,-7.280911, 0.043829
548826.000,0,0,1,7,-3.533539, 0.033403
548827.000,0,0,1,4,-7.124549,-0.012602
548827.000,0,0,1,7,-3.227484,-0.026298
548828.000,0,0,1,4,-6.911330,-0.021246
548828.000,0,0,1,7,-2.886651,-0.041102
548829.000,0,0,1,4,-6.356958,-0.042498
548829.000,0,0,1,7,-2.487852,-0.011709
548830.000,0,0,1,4,-6.072665, 0.045157
548830.000,0,0,1,7,-2.221214, 0.042747
548831.000,0,0,1,4,-5.614953, 0.049311
548831.000,0,0,1,7,-1.980080, 0.006011
548832.000,0,0,1,4,-5.367618,-0.023712
548832.000,0,0,1,7,-1.632291,-0.027712
548833.000,0,0,1,4,-5.327816,-0.022795
548833.000,0,0,1,7,-1.488538,-0.001868
548834.000,0,0,1,4,-5.256743,-0.012736
548834.000,0,0,1,7,-1.212625, 0.015092
548835.000,0,0,1,4,-4.949707, 0.050864
548835.000,0,0,1,7,-0.925119,-0.012513
548836.000,0,0,1,4,-4.733644, 0.028594
548836.000,0,0,1,7,-0.679348, 0.008833
548837.000,0,0,1,4,-4.600026,-0.025826
548837.000,0,0,1,7,-0.500816, 0.018448
548838.000,0,0,1,4,-4.292989, 0.003766
548838.000,0,0,1,7,-0.278231,-0.002723
548839.000,0,0,1,4,-3.855178,-0.003173
548839.000,0,0,1,7, 0.016230,-0.015067
548840.000,0,0,1,4,-3.471382,-0.019365
548840.000,0,0,1,7, 0.271276, 0.004376
548841.000,0,0,1,4,-3.147288,-0.000125
548841.000,0,0,1,7, 0.572693, 0.012729
548842.000,0,0,1,4,-2.851623, 0.035139
548842.000,0,0,1,7, 0.806871, 0.016050
548843.000,0,0,1,4,-2.527529,-0.033327
548843.000,0,0,1,7, 1.041049,-0.034697
548844.000,0,0,1,4,-2.388225, 0.027517
548844.000,0,0,1,7, 1.245085, 0.032584
548845.000,0,0,1,4,-2.251764, 0.017966
548845.000,0,0,1,7, 1.539547,-0.005184
548846.000,0,0,1,4,-2.155105,-0.017377
548846.000,0,0,1,7, 1.776044,-0.009117
548847.000,0,0,1,4,-2.021487,-0.046136
548847.000,0,0,1,7, 2.012540, 0.014142
548848.000,0,0,1,4,-2.058445, 0.018633
548848.000,0,0,1,7, 2.269904,-0.038376
548849.000,0,0,1,4,-2.018644, 0.030187
548849.000,0,0,1,7, 2.462348, 0.039539
548850.000,0,0,1,4,-1.933356,-0.030955
548850.000,0,0,1,7, 2.733623,-0.019369
548851.000,0,0,1,4,-1.663278,-0.003650
548851.000,0,0,1,7, 2.965483,-0.010594
548852.000,0,0,1,4,-1.401728,-0.007373
548852.000,0,0,1,7, 3.273856,-0.002238
548853.000,0,0,1,4,-1.381827, 0.015871
548853.000,0,0,1,7, 3.489485, 0.028515
548854.000,0,0,1,4,-1.174293,-0.015766
548854.000,0,0,1,7, 3.721345,-0.051420
548855.000,0,0,1,4,-1.125963, 0.002260
548855.000,0,0,1,7, 3.879009,-0.010706
548856.000,0,0,1,4,-1.290853, 0.011889
548856.000,0,0,1,7, 3.932337, 0.040350
548857.000,0,0,1,4,-1.174293, 0.011227
548857.000,0,0,1,7, 4.166515,-0.008634
548858.000,0,0,1,4,-1.342026,-0.015872
548858.000,0,0,1,7, 4.166515, 0.004067
548859.000,0,0,1,4,-1.441529,-0.007767
548859.000,0,0,1,7, 4.268533,-0.031899
548860.000,0,0,1,4,-1.245366,-0.030665
548860.000,0,0,1,7, 4.354321, 0.000066
548861.000,0,0,1,4,-1.125963, 0.036916
548861.000,0,0,1,7, 4.539809, 0.031724
548862.000,0,0,1,4,-1.128806, 0.008159
548862.000,0,0,1,7, 4.653420, 0.003831
548863.000,0,0,1,4,-0.702367,-0.029889
548863.000,0,0,1,7, 4.859775,-0.027460
548864.000,0,0,1,4,-0.582963,-0.021847
548864.000,0,0,1,7, 4.913103,-0.020467
548865.000,0,0,1,4,-0.645508, 0.005925
548865.000,0,0,1,7, 4.996572, 0.009683
548866.000,0,0,1,4,-0.682466, 0.006659
548866.000,0,0,1,7, 5.005847, 0.026080
548867.000,0,0,1,4,-0.452188, 0.012735
548867.000,0,0,1,7, 5.138006,-0.005220
548868.000,0,0,1,4,-0.375429, 0.022784
548868.000,0,0,1,7, 5.216838, 0.007180
548869.000,0,0,1,4,-0.503361,-0.020006
548869.000,0,0,1,7, 5.258573,-0.005812
548870.000,0,0,1,4,-0.474932,-0.003022
548870.000,0,0,1,7, 5.379140, 0.000714
548871.000,0,0,1,4,-0.600021,-0.013522
548871.000,0,0,1,7, 5.434786,-0.022280
548872.000,0,0,1,4,-0.668251, 0.009501
548872.000,0,0,1,7, 5.478840, 0.018301
548873.000,0,0,1,4,-0.682466, 0.011799
548873.000,0,0,1,7, 5.555353, 0.023263
548874.000,0,0,1,4,-0.639822, 0.000344
548874.000,0,0,1,7, 5.675920,-0.018593
548875.000,0,0,1,4,-0.611393, 0.006141
548875.000,0,0,1,7, 5.810399,-0.016158
548876.000,0,0,1,4,-0.443660, 0.006488
548876.000,0,0,1,7, 5.868363,-0.011619
548877.000,0,0,1,4,-0.605707, 0.019031
548877.000,0,0,1,7, 5.828948, 0.010356
548878.000,0,0,1,4,-0.466403,-0.025775
548878.000,0,0,1,7, 5.849815, 0.005180
548879.000,0,0,1,4,-0.406702,-0.024846
548879.000,0,0,1,7, 5.828948, 0.014747
548880.000,0,0,1,4,-0.463560,-0.012437
548880.000,0,0,1,7, 5.907780,-0.057434
548881.000,0,0,1,4,-0.310042, 0.060236
548881.000,0,0,1,7, 5.898505, 0.063827
548882.000,0,0,1,4,-0.466403,-0.044274
548882.000,0,0,1,7, 5.861408,-0.029112
548883.000,0,0,1,4,-0.693838, 0.017173
548883.000,0,0,1,7, 5.789531, 0.011743
548884.000,0,0,1,4,-1.032147,-0.044083
548884.000,0,0,1,7, 5.645779,-0.017195
548885.000,0,0,1,4,-1.091848,-0.003878
548885.000,0,0,1,7, 5.513618,-0.003741
548886.000,0,0,1,4,-1.353398, 0.030015
548886.000,0,0,1,7, 5.367547, 0.024235
548887.000,0,0,1,4,-1.398885, 0.008786
548887.000,0,0,1,7, 5.307264, 0.000262
548888.000,0,0,1,4,-1.296539, 0.007786
548888.000,0,0,1,7, 5.323494,-0.003234
548889.000,0,0,1,4,-1.461429, 0.012946
548889.000,0,0,1,7, 5.260892,-0.031273
548890.000,0,0,1,4,-1.660435,-0.018133
548890.000,0,0,1,7, 5.112502, 0.025537
548891.000,0,0,1,4,-1.694550,-0.010302
548891.000,0,0,1,7, 5.022077,-0.004065
548892.000,0,0,1,4,-1.990215, 0.029083
548892.000,0,0,1,7, 4.862093, 0.020061
548893.000,0,0,1,4,-2.072660,-0.061160
548893.000,0,0,1,7, 4.757757,-0.029740
548894.000,0,0,1,4,-2.120990, 0.021043
548894.000,0,0,1,7, 4.614004,-0.003468
548895.000,0,0,1,4,-2.499099,-0.009797
548895.000,0,0,1,7, 4.430835, 0.000357
548896.000,0,0,1,4,-2.681047, 0.025398
548896.000,0,0,1,7, 4.254622, 0.000864
548897.000,0,0,1,4,-2.979555,-0.027282
548897.000,0,0,1,7, 4.143329,-0.015154
548898.000,0,0,1,4,-3.275220,-0.003198
548898.000,0,0,1,7, 3.974072, 0.000977
548899.000,0,0,1,4,-3.582257,-0.027299
548899.000,0,0,1,7, 3.698159, 0.004331
548900.000,0,0,1,4,-3.983110, 0.025426
548900.000,0,0,1,7, 3.489485,-0.030149
548901.000,0,0,1,4,-4.227602,-0.009558
548901.000,0,0,1,7, 3.322546, 0.014731
548902.000,0,0,1,4,-4.378277,-0.015352
548902.000,0,0,1,7, 3.062864, 0.021464
548903.000,0,0,1,4,-4.551696, 0.014358
548903.000,0,0,1,7, 2.875058,-0.014934
548904.000,0,0,1,4,-5.108911, 0.015767
548904.000,0,0,1,7, 2.742898, 0.009392
548905.000,0,0,1,4,-5.381833, 0.000550
548905.000,0,0,1,7, 2.536543, 0.002949
548906.000,0,0,1,4,-5.489864, 0.015232
548906.000,0,0,1,7, 2.397427, 0.014019
548907.000,0,0,1,4,-5.538194,-0.047957
548907.000,0,0,1,7, 2.406702,-0.060026
548908.000,0,0,1,4,-5.754256, 0.028383
548908.000,0,0,1,7, 2.235126, 0.032717
548909.000,0,0,1,4,-5.865131, 0.002235
548909.000,0,0,1,7, 2.121514,-0.001115
548910.000,0,0,1,4,-6.217654,-0.022640
548910.000,0,0,1,7, 1.840964, 0.004751
548911.000,0,0,1,4,-6.453618, 0.061450
548911.000,0,0,1,7, 1.653158, 0.044559
548912.000,0,0,1,4,-6.649780,-0.044446
548912.000,0,0,1,7, 1.592875,-0.064531
548913.000,0,0,1,4,-6.848785,-0.006702
548913.000,0,0,1,7, 1.418980, 0.010014
548914.000,0,0,1,4,-7.056319, 0.021526
548914.000,0,0,1,7, 1.245085, 0.001470
548915.000,0,0,1,4,-7.047791,-0.023831
548915.000,0,0,1,7, 1.080465,-0.017399
548916.000,0,0,1,4,-7.283754, 0.021930
548916.000,0,0,1,7, 0.837013, 0.038202
548917.000,0,0,1,4,-7.454329,-0.007363
548917.000,0,0,1,7, 0.628339, 0.001096
548918.000,0,0,1,4,-7.630591, 0.030545
548918.000,0,0,1,7, 0.452126,-0.013249
548919.000,0,0,1,4,-7.860869,-0.026050
548919.000,0,0,1,7, 0.271276,-0.007531
548920.000,0,0,1,4,-8.221921, 0.007016
548920.000,0,0,1,7, 0.085788, 0.010364
548921.000,0,0,1,4,-8.568759,-0.016661
548921.000,0,0,1,7,-0.185488,-0.018150
548922.000,0,0,1,4,-8.955398,-0.021190
548922.000,0,0,1,7,-0.466038, 0.008944
548923.000,0,0,1,4,-9.049214, 0.018478
